,question,location,corpus_id
1226,When was the reply to the defendant's opposition filed?,"{'start_chunk': ""The plaintiff filed the reply to the defendant's opposition on February 1, 2023."", 'end_chunk': ""The plaintiff filed the reply to the defendant's opposition on February 1, 2023.""}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1227,"What was filed on February 1, 2023?","{'start_chunk': ""The plaintiff filed the reply to the defendant's opposition on February 1, 2023."", 'end_chunk': ""The plaintiff filed the reply to the defendant's opposition on February 1, 2023.""}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1228,What date did the plaintiff file the reply to the defendant's opposition?,"{'start_chunk': ""The plaintiff filed the reply to the defendant's opposition on February 1, 2023."", 'end_chunk': ""The plaintiff filed the reply to the defendant's opposition on February 1, 2023.""}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1229,Under what condition does Paragraph 1 not apply if the data subject has given explicit consent?,"{'text': 'Paragraph 1 shall not apply if one of the following applies: (a) the data subject has given explicit consent to the processing of those personal data for one or more specified purposes, except where Union or Member State law provide that the prohibition referred to in paragraph 1 may not be lifted by the data subject;', 'start_chunk': 'Paragraph 1 shall not apply if one of the following applies: (a) the data subject has given explicit consent', 'end_chunk': 'in paragraph 1 may not be lifted by the data subject;'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1230,What legal frameworks authorize processing for purposes relating to obligations and rights in the field of employment and social security?,"{'text': 'Paragraph 1 shall not apply if one of the following applies: (b) processing is necessary for the purposes of carrying out the obligations and exercising specific rights of the controller or of the data subject in the field of employment and social security and social protection law in so far as it is authorised by Union or Member State law or a collective agreement pursuant to Member State law providing for appropriate safeguards for the fundamental rights and the interests of the data subject;', 'start_chunk': 'in the field of employment and social security and social protection law', 'end_chunk': 'providing for appropriate safeguards for the fundamental rights and the interests of the data subject;'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1231,Under what condition is processing necessary when the data subject is physically or legally incapable of giving consent?,"{'text': 'Paragraph 1 shall not apply if one of the following applies: (c) processing is necessary to protect the vital interests of the data subject or of another natural person where the data subject is physically or legally incapable of giving consent;', 'start_chunk': 'processing is necessary to protect the vital interests of the data subject or of another natural person', 'end_chunk': 'where the data subject is physically or legally incapable of giving consent;'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1232,In what context may processing be carried out in the course of legitimate activities?,"{'text': 'Paragraph 1 shall not apply if one of the following applies: (d) processing is carried out in the course of its legitimate activities', 'start_chunk': 'processing is carried out in the course of its', 'end_chunk': 'legitimate activities'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1233,"Under what condition can processing be carried out by a foundation, association or other not-for-profit body?","{'start_chunk': '(d) processing is carried out', 'end_chunk': 'processed outside that body without the consent of the data subjects'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1234,When processing is necessary to protect the vital interests of the data subject or another natural person?,"{'start_chunk': 'processing is necessary to protect the vital interests of the data subject or another natural person', 'end_chunk': 'data subject is physically or legally incapable of giving consent'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1235,What must Member State law provide for in order for processing related to security and social protection to be authorized?,"{'start_chunk': 'in so far as it is', 'end_chunk': 'safeguards for the fundamental rights and the interests of the data subject'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1236,What is the condition for processing personal data that are manifestly made public?,"{'start_chunk': 'manifestly made public', 'end_chunk': 'data subjects'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1237,What must be the condition for the processing to relate solely to the members or former members?,"{'text': 'with appropriate safeguards by a foundation, association or any other not-for-profit body with a political, philosophical, religious or trade union aim and on condition that the processing relates solely to the members or to former members of the body or to persons who have regular contact with it in connection with its purposes and that the personal data are not disclosed outside that body without the consent of the data subjects;', 'start_chunk': 0, 'end_chunk': 348}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1238,Who must provide consent for personal data to be disclosed outside the not-for-profit body?,"{'text': 'the personal data are not disclosed outside that body without the consent of the data subjects;', 'start_chunk': 307, 'end_chunk': 348}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1239,What are the reasons under section (f) for which processing is necessary?,"{'text': '(f)  processing is necessary for the establishment, exercise or defence of legal claims or whenever courts are acting in their judicial capacity;', 'start_chunk': 374, 'end_chunk': 490}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1240,What type of public interest justifies necessary processing under section (g)?,"{'text': '(g)  processing is necessary for reasons of substantial public interest, on the basis of Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject;', 'start_chunk': 491, 'end_chunk': 672}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1241,What is one of the necessary conditions for processing related to substantial public interest?,"{'exact_text': 'processing is necessary for reasons of substantial public interest, on the basis of Union or Member State law which shall be proportionate to the aim pursued, respect the essence of the right to data protection and provide for suitable and specific measures to safeguard the fundamental rights and the interests of the data subject', 'start_chunk': 'processing is necessary for reasons', 'end_chunk': 'and the interests of the data subject'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1242,When is the processing necessary for reasons of preventive or occupational medicine?,"{'exact_text': 'processing is necessary for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the employee, medical diagnosis, the provision of health or social care or treatment or the management of health or social care systems and services on the basis of Union or Member State law or pursuant to contract with a health professional and subject to the conditions and safeguards referred to in paragraph 3', 'start_chunk': 'processing is necessary for the purposes', 'end_chunk': 'referred to in paragraph 3'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1243,What is one of the conditions when processing is necessary for the exercise of legal claims?,"{'exact_text': 'processing is necessary for the establishment, exercise or defence of legal claims or whenever courts are acting in their judicial capacity', 'start_chunk': 'processing is necessary for the establishment', 'end_chunk': 'in their judicial capacity'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1244,For what purposes processing is necessary according to point (h)?,"{'exact_text': 'processing is necessary for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the employee, medical diagnosis, the provision of health or social care or treatment or the management of health or social care systems and services', 'start_chunk': 'processing is necessary for the purposes', 'end_chunk': 'systems and services'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1245,What is one purpose for which processing is necessary according to the excerpt?,"{'text': 'is necessary for the purposes of preventive or occupational medicine', 'start_chunk': 'is necessary for the purposes of preventive or occupational medicine', 'end_chunk': 'is necessary for the purposes of preventive or occupational medicine'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1246,What law forms the basis for processing related to health or social care systems?,"{'text': 'on the basis of Union or Member State law', 'start_chunk': 'on the basis of Union or Member State law', 'end_chunk': 'on the basis of Union or Member State law'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1247,"According to the excerpt, what specific measures are required for processing necessary for reasons of public health?","{'text': 'suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy', 'start_chunk': 'suitable and specific measures to safeguard the rights and freedoms of the data subject', 'end_chunk': 'suitable and specific measures to safeguard the rights and freedoms of the data subject'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1248,What are the processing purposes stated in the context of public health in the excerpt?,"{'text': 'such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices', 'start_chunk': 'such as protecting against serious cross-border threats to health', 'end_chunk': 'of medicinal products or medical devices'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1249,What is processing necessary for?,"{'start_chunk': 'processing is necessary for', 'end_chunk': 'or statistical purposes'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1250,What article is mentioned in the text?,"{'start_chunk': 'in accordance with Article', 'end_chunk': 'aim pursued'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1251,On what should the processing be based?,"{'start_chunk': 'processing is necessary', 'end_chunk': 'Member State law'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1252,To whom shall the processing provide suitable and specific measures?,"{'start_chunk': 'provide for suitable', 'end_chunk': 'the data subject.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1253,Who must be subject to the obligation of professional secrecy for the processing of personal data referred to in paragraph 1?,"{'text': 'processed by or under the responsibility of a professional subject to the obligation of professional secrecy', 'start_chunk': 'processed by', 'end_chunk': 'secrecy'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1254,What types of data are mentioned that Member States can maintain or introduce further conditions for?,"{'text': 'genetic data, biometric data or data concerning health', 'start_chunk': 'genetic', 'end_chunk': 'health'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1255,Which entity's law or rules can establish a professional's obligation of secrecy for the processing of personal data?,"{'text': 'Union or Member State law or rules established by national competent bodies', 'start_chunk': 'Union', 'end_chunk': 'bodies'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1256,Who may introduce further conditions regarding the processing of specified types of data?,"{'text': 'Member States', 'start_chunk': 'Member States', 'end_chunk': 'Member States'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 9- Processing of special categories of personal data.txt
1257,Under what conditions may Member States adopt specific rules to set out the powers of the supervisory authorities?,"{'text': 'Member States may adopt specific rules to set out the powers of the supervisory authorities laid down in points (e) and (f) of Article 58(1) in relation to controllers or processors that are subject, under Union or Member State law or rules established by national competent bodies, to an obligation of professional secrecy or other equivalent obligations of secrecy where this is necessary and proportionate to reconcile the right of the protection of personal data with the obligation of secrecy.', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 90- Obligations of secrecy.txt
1258,What must Member States notify the Commission by 25 May 2018?,"{'text': 'Each Member State shall notify to the Commission the rules adopted pursuant to paragraph 1, by 25 May 2018 and, without delay, any subsequent amendment affecting them.', 'start_chunk': 1, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 90- Obligations of secrecy.txt
1259,Who needs to notify the Commission about rules adopted pursuant to paragraph 1?,"{'text': 'Each Member State shall notify to the Commission the rules adopted pursuant to paragraph 1, by 25 May 2018 and, without delay, any subsequent amendment affecting them.', 'start_chunk': 1, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 90- Obligations of secrecy.txt
1260,What types of obligations must controllers or processors be subject to for Member States to adopt specific rules regarding the powers of supervisory authorities?,"{'text': 'Member States may adopt specific rules to set out the powers of the supervisory authorities laid down in points (e) and (f) of Article 58(1) in relation to controllers or processors that are subject, under Union or Member State law or rules established by national competent bodies, to an obligation of professional secrecy or other equivalent obligations of secrecy where this is necessary and proportionate to reconcile the right of the protection of personal data with the obligation of secrecy.', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 90- Obligations of secrecy.txt
1261,Under what condition can churches and religious associations' comprehensive rules continue to apply when this Regulation enters into force?,"{'text': 'such rules may continue to apply, provided that they are brought into line with this Regulation', 'start_chunk': 255, 'end_chunk': 317}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 91- Existing data protection rules of churches and religious associations.txt
1262,What kind of supervisory authority must oversee churches and religious associations applying comprehensive rules?,"{'text': 'subject to the supervision of an independent supervisory authority, which may be specific, provided that it fulfils the conditions laid down in Chapter VI of this Regulation', 'start_chunk': 422, 'end_chunk': 570}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 91- Existing data protection rules of churches and religious associations.txt
1263,What must specific independent supervisory authorities fulfill according to this Regulation?,"{'text': 'provided that it fulfils the conditions laid down in Chapter VI of this Regulation', 'start_chunk': 484, 'end_chunk': 547}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 91- Existing data protection rules of churches and religious associations.txt
1264,In which Chapter are the conditions for supervisory authorities laid down?,"{'text': 'Chapter VI of this Regulation', 'start_chunk': 527, 'end_chunk': 551}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 91- Existing data protection rules of churches and religious associations.txt
1265,Which entity is conferred the power to adopt delegated acts?,"{'start_chunk': '1.The power to adopt delegated acts is conferred on the Commission subject to the conditions laid down in this Article.', 'end_chunk': '1.The power to adopt delegated acts is conferred on the Commission subject to the conditions laid down in this Article.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1266,When was the delegation of power conferred on the Commission in Article 12(8) and Article 43(8)?,"{'start_chunk': '2.The delegation of power referred to in Article 12(8) and Article 43(8) shall be conferred on the Commission for an indeterminate period of time from 24 May 2016', 'end_chunk': '2.The delegation of power referred to in Article 12(8) and Article 43(8) shall be conferred on the Commission for an indeterminate period of time from 24 May 2016'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1267,Who has the authority to revoke the delegation of power mentioned in Article 12(8) and Article 43(8)?,"{'start_chunk': '3.The delegation of power referred to in Article 12(8) and Article 43(8) may be revoked at any time by the European Parliament or by the Council.', 'end_chunk': '3.The delegation of power referred to in Article 12(8) and Article 43(8) may be revoked at any time by the European Parliament or by the Council.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1268,When does a decision of revocation take effect?,"{'start_chunk': '3.A decision of revocation shall put an end to the delegation of power specified in that decision. It shall take effect the day following that of its publication in the Official Journal of the European Union or at a later date specified therein.', 'end_chunk': '3.A decision of revocation shall put an end to the delegation of power specified in that decision. It shall take effect the day following that of its publication in the Official Journal of the European Union or at a later date specified therein.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1269,Who shall the Commission notify when it adopts a delegated act?,"{'text': '4.As soon as it adopts a delegated act, the Commission shall notify it simultaneously to the European Parliament and to the Council.', 'start_chunk': 0, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1270,When does a delegated act adopted pursuant to Article 12(8) and Article 43(8) enter into force?,"{'text': '5.A delegated act adopted pursuant to Article 12(8) and Article 43(8) shall enter into force only if no objection has been expressed by either the European Parliament or the Council within a period of three months of notification of that act to the European Parliament and the Council or if, before the expiry of that period, the European Parliament and the Council have both informed the Commission that they will not object.', 'start_chunk': 1, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1271,Who must inform the Commission that they will not object to the delegated act?,"{'text': '5.A delegated act adopted pursuant to Article 12(8) and Article 43(8) shall enter into force only if no objection has been expressed by either the European Parliament or the Council within a period of three months of notification of that act to the European Parliament and the Council or if, before the expiry of that period, the European Parliament and the Council have both informed the Commission that they will not object.', 'start_chunk': 1, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1272,By how many months shall the period be extended at the initiative of the European Parliament or the Council?,"{'text': 'That period shall be extended by three months at the initiative of the European Parliament or of the Council.', 'start_chunk': 2, 'end_chunk': 3}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 92- Exercise of the delegation.txt
1273,What shall be assisted by a committee?,"{'start_chunk': 'The Commission shall be assisted by a committee.', 'end_chunk': 'The Commission shall be assisted by a committee.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 93- Committee procedure.txt
1274,Under which regulation is the committee defined?,"{'start_chunk': 'That committee shall be a committee within the meaning of Regulation (EU) No 182/2011', 'end_chunk': 'within the meaning of Regulation (EU) No 182/2011'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 93- Committee procedure.txt
1275,Which article shall apply where reference is made to paragraph 2?,"{'start_chunk': 'Article 5 of Regulation (EU) No 182/2011 shall apply.', 'end_chunk': 'Article 5 of Regulation (EU) No 182/2011 shall apply.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 93- Committee procedure.txt
1276,Which article of Regulation (EU) No 182/2011 is mentioned in the second paragraph?,"{'start_chunk': 'Article 5 of Regulation (EU) No 182/2011 shall apply.', 'end_chunk': 'Article 5 of Regulation (EU) No 182/2011 shall apply.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 93- Committee procedure.txt
1277,When is Directive 95/46/EC repealed?,"{'text': 'Directive 95/46/EC is repealed with effect from 25 May 2018', 'start_chunk': 'Directive 95/46/EC is repealed', 'end_chunk': '25 May 2018'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 94- Repeal of Directive 95-46-EC.txt
1278,What should references to the Working Party on the Protection of Individuals established by Article 29 of Directive 95/46/EC be construed as?,"{'text': 'References to the Working Party on the Protection of Individuals with regard to the Processing of Personal Data established by Article 29 of Directive 95/46/EC shall be construed as references to the European Data Protection Board established by this Regulation.', 'start_chunk': 'References to the Working Party on the Protection of Individuals', 'end_chunk': 'this Regulation.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 94- Repeal of Directive 95-46-EC.txt
1279,How should references to the repealed Directive be construed?,"{'text': 'References to the repealed Directive shall be construed as references to this Regulation.', 'start_chunk': 'References to the repealed Directive', 'end_chunk': 'this Regulation.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 94- Repeal of Directive 95-46-EC.txt
1280,What regulation establishes the European Data Protection Board?,"{'text': 'References to the Working Party on the Protection of Individuals with regard to the Processing of Personal Data established by Article 29 of Directive 95/46/EC shall be construed as references to the European Data Protection Board established by this Regulation.', 'start_chunk': 'References to the Working Party on the Protection of Individuals', 'end_chunk': 'this Regulation.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 94- Repeal of Directive 95-46-EC.txt
1281,To whom must the Commission submit a report on the evaluation and review of this Regulation?,"{'text': 'By 25 May 2020 and every four years thereafter, the Commission shall submit a report on the evaluation and review of this Regulation to the European Parliament and to the Council.', 'start_chunk': 'By 25 May 2020', 'end_chunk': 'to the Council.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1282,How often must the Commission submit the evaluation and review reports?,"{'text': 'By 25 May 2020 and every four years thereafter, the Commission shall submit a report on the evaluation and review of this Regulation to the European Parliament and to the Council.', 'start_chunk': 'By 25 May 2020', 'end_chunk': 'thereafter,'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1283,What specific chapters will the Commission examine during the evaluations and reviews?,"{'text': 'In the context of the evaluations and reviews referred to in paragraph 1, the Commission shall examine, in particular, the application and functioning of: (a)  Chapter V on the transfer of personal data to third countries or international organisations with particular regard to decisions adopted pursuant to Article 45(3) of this Regulation and decisions adopted on the basis of Article 25(6) of Directive 95/46/EC; (b)  Chapter VII on cooperation and consistency.', 'start_chunk': 'In the context', 'end_chunk': 'and consistency.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1284,From whom may the Commission request information for the purpose of paragraph 1?,"{'text': 'For the purpose of paragraph 1, the Commission may request information from Member States and supervisory authorities.', 'start_chunk': 'For the purpose', 'end_chunk': 'and supervisory authorities.'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1285,From whom may the Commission request information for the purpose of paragraph 1?,"{'text': 'the Commission may request information from Member States and supervisory authorities', 'start_chunk': 'the Commission may request information', 'end_chunk': 'and supervisory authorities'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1286,Whose positions and findings shall the Commission take into account?,"{'text': 'take into account the positions and findings of the European Parliament, of the Council', 'start_chunk': 'take into account the positions and findings', 'end_chunk': 'of the Council'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1287,What shall the Commission submit if necessary?,"{'text': 'submit appropriate proposals to amend this Regulation', 'start_chunk': 'submit appropriate proposals', 'end_chunk': 'to amend this Regulation'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1288,What developments will the Commission take into account if submitting appropriate proposals?,"{'text': 'in particular taking into account of developments in information technology', 'start_chunk': 'taking into account of developments', 'end_chunk': 'in information technology'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 97- Commission reports.txt
1289,What will the Commission submit to amend other Union legal acts?,"{'text': 'The Commission shall, if appropriate, submit legislative proposals with a view to amending other Union legal acts on the protection of personal data', 'start_chunk': 'The Commission shall', 'end_chunk': 'protection of personal data'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 98- Review of other Union legal acts on data protection.txt
1290,For what purpose shall the Commission submit legislative proposals?,"{'text': 'in order to ensure uniform and consistent protection of natural persons with regard to processing', 'start_chunk': 'in order to', 'end_chunk': 'regard to processing'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 98- Review of other Union legal acts on data protection.txt
1291,Who is responsible for submitting legislative proposals if appropriate?,"{'text': 'The Commission shall, if appropriate, submit legislative proposals', 'start_chunk': 'The Commission', 'end_chunk': 'legislative proposals'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 98- Review of other Union legal acts on data protection.txt
1292,Which entities are specifically mentioned in relation to the rules concerning processing by Union institutions?,"{'text': 'This shall in particular concern the rules relating to the protection of natural persons with regard to processing by Union institutions, bodies, offices and agencies', 'start_chunk': 'This shall', 'end_chunk': 'offices and agencies'}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 98- Review of other Union legal acts on data protection.txt
1293,When does the regulation enter into force?,"{'text': 'This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal of the European Union.', 'start_chunk': 7, 'end_chunk': 127}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 99- Entry into force and application.txt
1294,From which date shall the regulation apply?,"{'text': 'It shall apply from 25 May 2018', 'start_chunk': 108, 'end_chunk': 135}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 99- Entry into force and application.txt
1295,Where is the publication that triggers the entry into force mentioned?,"{'text': 'in the Official Journal of the European Union.', 'start_chunk': 70, 'end_chunk': 115}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 99- Entry into force and application.txt
1296,What event will trigger the regulation entering into force?,"{'text': 'on the twentieth day following that of its publication in the Official Journal of the European Union.', 'start_chunk': 26, 'end_chunk': 127}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/GDPR - Article 99- Entry into force and application.txt
1297,What is considered a fundamental right in relation to personal data?,"{'text': 'The protection of natural persons in relation to the processing of personal data is a fundamental right.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1298,Under which articles do individuals have the right to the protection of personal data?,"{'text': 'Article 8(1) of the Charter of Fundamental Rights of the European Union (the ‘Charter’) and Article 16(1) of the Treaty on the Functioning of the European Union (TFEU) provide that everyone has the right to the protection of personal data concerning him or her.', 'start_chunk': 1, 'end_chunk': 1}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
1299,What should be respected regarding the protection of natural persons' personal data?,"{'text': 'The principles of, and rules on the protection of natural persons with regard to the processing of their personal data should, whatever their nationality or residence, respect their fundamental rights and freedoms, in particular their right to the protection of personal data.', 'start_chunk': 2, 'end_chunk': 2}",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation.txt
