,question,references,corpus_id,Unnamed: 0
112,What type of circumstances are considered by the term 'facts' in relation to the crime of fraud when it involves promises or obligations?,"[{""content"": ""The term \u201cfacts\u201d, within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations"", ""start_index"": 261, ""end_index"": 480}, {""content"": ""However, when such promises or obligations are accompanied by false assurances and representations of other false facts referring to the present or the past, in such a manner as to create the impression of future fulfillment based on a false present situation fabricated by the perpetrator, who has already formed the decision not to fulfill their obligation, the crime of fraud is established"", ""start_index"": 482, ""end_index"": 875}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
113,What distinguishes the crime of fraud when promises or obligations are accompanied by false assurances?,"[{""content"": ""However, when such promises or obligations are accompanied by false assurances and representations of other false facts referring to the present or the past, in such a manner as to create the impression of future fulfillment based on a false present situation fabricated by the perpetrator, who has already formed the decision not to fulfill their obligation, the crime of fraud is established"", ""start_index"": 482, ""end_index"": 875}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
114,What type of circumstances are excluded when the term 'facts' is considered in relation to the crime of fraud?,"[{""content"": ""The term \u201cfacts\u201d, within the meaning of the above provision, refers to real circumstances relating to the past or present, and not to those that will occur in the future, such as mere promises or contractual obligations"", ""start_index"": 261, ""end_index"": 480}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
115,How is property damage defined in relation to fraudulent conduct?,"[{""content"": ""The term \u201cproperty\u201d refers to the totality of a person\u2019s economic assets that possess monetary value, while damage to property means its reduction\u2014specifically, the difference between the monetary value the property had before the disposition caused by the fraudulent conduct and the value remaining after it"", ""start_index"": 0, ""end_index"": 308}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
116,When is the time of commission of fraud considered?,"[{""content"": ""The time of commission of the fraud is considered to be the moment when the perpetrator acted and completed their fraudulent conduct, namely when they made the false representations that deceived the victim or a third party"", ""start_index"": 396, ""end_index"": 619}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
117,What is considered the time of commission of fraud?,"[{""content"": ""The time of commission of the fraud is considered to be the moment when the perpetrator acted and completed their fraudulent conduct, namely when they made the false representations that deceived the victim or a third party"", ""start_index"": 396, ""end_index"": 619}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
118,What is the significance of the time of commission in fraud cases?,"[{""content"": ""The time of commission of the fraud is considered to be the moment when the perpetrator acted and completed their fraudulent conduct, namely when they made the false representations that deceived the victim or a third party"", ""start_index"": 396, ""end_index"": 619}, {""content"": ""Any subsequent moment at which the victim\u2019s damage actually occurred\u2014thereby completing the fraud\u2014or the time when the victim carried out the harmful act or omission, is irrelevant"", ""start_index"": 621, ""end_index"": 801}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
119,How is 'property' defined and what does it encompass in the context of fraudulent conduct?,"[{""content"": ""The term \u201cproperty\u201d refers to the totality of a person\u2019s economic assets that possess monetary value"", ""start_index"": 0, ""end_index"": 100}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//files//Greek Cybercrime Legislation/Decision No 929_2017.txt,
120,What are the consequences for damaging someone's property by unlawfully concealing true facts with the aim of obtaining unlawful financial gain?,"[{""content"": ""Anyone who, by knowingly presenting false facts as true or by unlawfully concealing or withholding true facts, damages another person's property by persuading someone to act, omission, or tolerance with the aim of obtaining, for themselves or another, an unlawful financial gain from the damage to that property shall be punished with imprisonment, \""and if the damage caused is particularly great, with imprisonment of at least three (3) months and a fine"", ""start_index"": 3, ""end_index"": 458}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,0.0
121,"What are the penalties for causing damage exceeding 120,000 euros?","[{""content"": ""If the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, imprisonment of up to ten (10) years and a fine shall be imposed"", ""start_index"": 463, ""end_index"": 616}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,1.0
122,What are the consequences for damaging someone's property by presenting false facts as true?,"[{""content"": ""Anyone who, by knowingly presenting false facts as true or by unlawfully concealing or withholding true facts, damages another person's property by persuading someone to act, omission, or tolerance with the aim of obtaining, for themselves or another, an unlawful financial gain from the damage to that property shall be punished with imprisonment, \""and if the damage caused is particularly great, with imprisonment of at least three (3) months and a fine"", ""start_index"": 3, ""end_index"": 458}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,2.0
123,"What are the potential penalties for damaging someone's property by persuading someone to act, omission, or tolerance with the aim of obtaining unlawful financial gain?","[{""content"": ""Anyone who, by knowingly presenting false facts as true or by unlawfully concealing or withholding true facts, damages another person's property by persuading someone to act, omission, or tolerance with the aim of obtaining, for themselves or another, an unlawful financial gain from the damage to that property shall be punished with imprisonment, \""and if the damage caused is particularly great, with imprisonment of at least three (3) months and a fine"", ""start_index"": 3, ""end_index"": 458}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,3.0
124,"What penalties are imposed if the damage caused to someone's property exceeds 120,000 euros?","[{""content"": ""If the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, imprisonment of up to ten (10) years and a fine shall be imposed"", ""start_index"": 463, ""end_index"": 616}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,4.0
125,"What is the penalty for committing fraud exceeding 120,000 euros against specific entities in Greece?","[{""content"": ""2. If the fraud is directed directly against the legal entity of the Greek State, legal entities governed by public law, or local government organizations, and the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, a prison sentence of at least ten (10) years and a fine of up to one thousand (1,000) daily units shall be imposed"", ""start_index"": 155, ""end_index"": 515}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,5.0
126,"What is the penalty for committing fraud exceeding 120,000 euros against the legal entity of the Greek State in Greece?","[{""content"": ""If the fraud is directed directly against the legal entity of the Greek State, legal entities governed by public law, or local government organizations, and the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, a prison sentence of at least ten (10) years and a fine of up to one thousand (1,000) daily units shall be imposed"", ""start_index"": 158, ""end_index"": 515}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,6.0
127,For what amount of damage caused by fraud is imprisonment of up to ten years and a fine imposed?,"[{""content"": ""If the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, imprisonment of up to ten (10) years and a fine shall be imposed"", ""start_index"": 0, ""end_index"": 153}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,7.0
128,"What is the sentence for fraud against specific entities in Greece if the damage exceeds 120,000 euros?","[{""content"": ""2. If the fraud is directed directly against the legal entity of the Greek State, legal entities governed by public law, or local government organizations, and the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, a prison sentence of at least ten (10) years and a fine of up to one thousand (1,000) daily units shall be imposed"", ""start_index"": 155, ""end_index"": 515}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,8.0
129,"How severe is the penalty for committing fraud exceeding 120,000 euros against the legal entity of the Greek State, legal entities governed by public law, or local government organizations?","[{""content"": ""If the fraud is directed directly against the legal entity of the Greek State, legal entities governed by public law, or local government organizations, and the damage caused exceeds a total of one hundred and twenty thousand (120,000) euros, a prison sentence of at least ten (10) years and a fine of up to one thousand (1,000) daily units shall be imposed. This offense shall be time-barred after twenty (20) years"", ""start_index"": 158, ""end_index"": 574}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Fraud - Article 386 ΠΚ.txt,9.0
130,What are the potential penalties for unauthorized access to computer data?,"[{""content"": ""Everyone who obtains access to data recorded in a computer or in the external memory of a computer or transmitted by telecommunication systems shall be punished with imprisonment for up to six months or by a fine from 29 to 15,000 Euro, under the condition that these acts have been committed without right, especially in violation of prohibitions or of security measures taken by the legal holder"", ""start_index"": 0, ""end_index"": 397}, {""content"": ""If the act concerns the international relations or the security of the State, he shall be punished according to Article 148"", ""start_index"": 399, ""end_index"": 522}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt,10.0
131,Under what condition can unauthorized access to computer data lead to imprisonment?,"[{""content"": ""Everyone who obtains access to data recorded in a computer or in the external memory of a computer or transmitted by telecommunication systems shall be punished with imprisonment for up to six months or by a fine from 29 to 15,000 Euro, under the condition that these acts have been committed without right, especially in violation of prohibitions or of security measures taken by the legal holder"", ""start_index"": 0, ""end_index"": 397}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt,11.0
132,How are individuals in the service of the legal data holder treated if involved in unauthorized access to computer data?,"[{""content"": ""If the offender is in the service of the legal holder of the data, the act of the preceding paragraph shall be punished only if it has been explicitly prohibited by internal regulations or by a written decision of the holder or of a competent employee of his"", ""start_index"": 524, ""end_index"": 782}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt,12.0
133,What are the consequences for unauthorized access to computer data related to international relations or the security of the State?,"[{""content"": ""If the act concerns the international relations or the security of the State, he shall be punished according to Article 148"", ""start_index"": 399, ""end_index"": 522}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt,13.0
134,What are the consequences for individuals who access computer data without authorization while being in the service of the legal data holder?,"[{""content"": ""If the offender is in the service of the legal holder of the data, the act of the preceding paragraph shall be punished only if it has been explicitly prohibited by internal regulations or by a written decision of the holder or of a competent employee of his"", ""start_index"": 524, ""end_index"": 782}]",C:\Users\johnk\Documents\GitHub\AILA-application//backend//evaluation//original_files//Greek Cybercrime Legislation/Unauthorized data access - Article 370Γ ΠΚ.txt,14.0
