,question,references,corpus_id,Unnamed: 0,location
1084,In what circumstances should the Commission adopt immediately applicable implementing acts?,"The Commission should adopt immediately applicable implementing acts where available evidence reveals that a third country, a territory or a specified sector within that third country, or an international organisation does not ensure an adequate level of protection, and imperative grounds of urgency so require.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 169.txt,,
1085,Which legal act applies to the processing of personal data by Union institutions?,"Regulation (EC) No 45/2001 of the European Parliament and of the Council (2) applies to the processing of personal data by the Union institutions, bodies, offices and agencies.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 17.txt,,
1086,What should be adapted to the principles and rules established in this Regulation?,Regulation (EC) No 45/2001 and other Union legal acts applicable to such processing of personal data should be adapted to the principles and rules established in this Regulation and applied in the light of this Regulation.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 17.txt,,
1087,What principle is the Regulation in accordance with?,"In accordance with the principle of proportionality as set out in that Article, this Regulation does not go beyond what is necessary in order to achieve that objective.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 170.txt,,
1088,When should processing already under way be brought into conformity with this Regulation?,Processing already under way on the date of application of this Regulation should be brought into conformity with this Regulation within the period of two years after which this Regulation enters into force.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 171.txt,,
1089,What should be repealed by this Regulation?,Directive 95/46/EC should be repealed by this Regulation.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 171.txt,,
1090,How long is the period provided to bring processing into conformity with this Regulation?,Processing already under way on the date of application of this Regulation should be brought into conformity with this Regulation within the period of two years after which this Regulation enters into force.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 171.txt,,
1091,"What remains in force until amended, replaced, or repealed?","Commission decisions adopted and authorisations by supervisory authorities based on Directive 95/46/EC remain in force until amended, replaced or repealed.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 171.txt,,
1092,When was the opinion delivered by the European Data Protection Supervisor?,The European Data Protection Supervisor...delivered an opinion on 7 March 2012,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 172.txt,,
1093,In accordance with what article of Regulation (EC) No 45/2001 was the European Data Protection Supervisor consulted?,The European Data Protection Supervisor was consulted in accordance with Article 28(2) of Regulation (EC) No 45/2001,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 172.txt,,
1094,What should Directive 2002/58/EC be amended accordingly to clarify?,"In order to clarify the relationship between this Regulation and Directive 2002/58/EC, that Directive should be amended accordingly.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 173.txt,,
1095,What should be reviewed once this Regulation is adopted?,"Once this Regulation is adopted, Directive 2002/58/EC should be reviewed in particular in order to ensure consistency with this Regulation.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 173.txt,,
1096,What type of activity does this Regulation not apply to?,This Regulation does not apply to the processing of personal data by a natural person in the course of a purely personal or household activity,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 18.txt,,
1097,Is a connection to a professional or commercial activity required for this Regulation to not apply?,thus with no connection to a professional or commercial activity,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 18.txt,,
1098,What specific Union legal act should govern personal data processed by public authorities for the purposes mentioned?,"However, personal data processed by public authorities under this Regulation should, when used for those purposes, be governed by a more specific Union legal act, namely Directive (EU) 2016/680 of the European Parliament",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1099,"What is the scope of this Regulation regarding processing activities for the prevention, investigation, detection, or prosecution of criminal offences?","This Regulation should not, therefore, apply to processing activities for those purposes.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1100,Who may entrust competent authorities with tasks that are not necessarily carried out for criminal purposes?,"Member States may entrust competent authorities within the meaning of Directive (EU) 2016/680 with tasks which are not necessarily carried out for the purposes of the prevention, investigation, detection...",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1101,Which Union legal act should govern personal data processed by public authorities for certain purposes?,"personal data processed by public authorities under this Regulation should, when used for those purposes, be governed by a more specific Union legal act, namely Directive (EU) 2016/680",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1102,What kind of threats are competent authorities entrusted with preventing against?,including the safeguarding against and prevention of threats to public security,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1103,What Regulation should not apply to processing activities for certain purposes?,"This Regulation should not, therefore, apply to processing activities for those purposes.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1104,What is the purpose of Member States maintaining or introducing more specific provisions regarding personal data processing?,Member States should be able to maintain or introduce more specific provisions to adapt the application of the rules of this Regulation.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1105,What factors should be considered when determining specific requirements for personal data processing by competent authorities?,"Such provisions may determine more precisely specific requirements for the processing of personal data by those competent authorities for those other purposes, taking into account the constitutional, organisational and administrative structure of the respective Member State",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1106,When does this Regulation provide for the possibility for Member States to restrict certain obligations and rights by law?,"When the processing of personal data by private bodies falls within the scope of this Regulation, this Regulation should provide for the possibility for Member States under specific conditions to restrict by law certain obligations and rights",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1107,Under what conditions may Member States restrict certain obligations and rights by law?,this Regulation should provide for the possibility for Member States under specific conditions to restrict by law certain obligations and rights,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1108,What specific interests are mentioned as justifying the restriction of certain obligations and rights by law?,"a necessary and proportionate measure in a democratic society to safeguard specific important interests including public security and the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1109,When is the relevance of restricting certain obligations and rights highlighted?,This is relevant for instance in the framework of anti-money laundering or the activities of forensic laboratories.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 19.txt,,
1110,"When was the Regulation intended to contribute to the accomplishment of an area of freedom, security and justice?","This Regulation is intended to contribute to the accomplishment of an area of freedom, security and justice and of an economic union",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 2.txt,,
1111,What is the Regulation intended to contribute to?,"This Regulation is intended to contribute to the accomplishment of an area of freedom, security and justice and of an economic union, to economic and social progress, to the strengthening and the convergence of the economies within the internal market, and to the well-being of natural persons.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 2.txt,,
1112,Who should handle complaints in relation to data processing operations by courts acting in their judicial capacity?,"It should be possible to entrust supervision of such data processing operations to specific bodies within the judicial system of the Member State, which should,... and handle complaints in relation to such data processing operations.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 20.txt,,
1113,What Directive does this Regulation reference for liability rules of intermediary service providers?,Directive 2000/31/EC of the European Parliament and of the Council (2),C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 21.txt,,
1114,What does Directive 2000/31/EC seek to ensure?,That Directive seeks to contribute to the proper functioning of the internal market by ensuring the free movement of information society services between Member States.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 21.txt,,
1115,When was the regulation referred to in the text enforced?,4.5.2016 L 119/4 Official Journal of the European Union EN,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 22.txt,,
1116,What does the term 'establishment' imply?,Establishment implies the effective and real exercise of activity through stable arrangements.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 22.txt,,
1117,Is the legal form of arrangements the determining factor in the context of personal data processing?,"The legal form of such arrangements, whether through a branch or a subsidiary with a legal personality, is not the determining factor in that respect.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 22.txt,,
1118,Who should the processing of personal data be subject to in this Regulation?,"In order to ensure that natural persons are not deprived of the protection to which they are entitled under this Regulation, the processing of personal data of data subjects who are in the Union by a controller or a processor not established in the Union should be subject to this Regulation",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 23.txt,,
1119,What should be ascertained to determine whether a controller or processor is offering goods or services to data subjects in the Union?,"In order to determine whether such a controller or processor is offering goods or services to data subjects who are in the Union, it should be ascertained whether it is apparent that the controller or processor envisages offering services to data subjects in one or more Member States in the Union",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 23.txt,,
1120,What is insufficient to ascertain the intention of offering goods or services to data subjects in the Union?,"Whereas the mere accessibility of the controller's, processor's or an intermediary's website in the Union, of an email address or of other contact details, or the use of a language generally used in the third country where the controller is established, is insufficient to ascertain such intention",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 23.txt,,
1121,What factors may make it apparent that the controller envisages offering goods or services to data subjects in the Union?,"factors such as the use of a language or a currency generally used in one or more Member States with the possibility of ordering goods and services in that other language, or the mentioning of customers or users who are in the Union, may make it apparent that the controller envisages offering goods or services to data subjects in the Union",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 23.txt,,
1122,When should it be ascertained whether natural persons are tracked on the internet?,"In order to determine whether a processing activity can be considered to monitor the behaviour of data subjects, it should be ascertained whether natural persons are tracked on the internet",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 24.txt,,
1123,What activities should be included in determining if natural persons are monitored online?,"including potential subsequent use of personal data processing techniques which consist of profiling a natural person, particularly in order to take decisions concerning her or him or for analysing or predicting her or his personal preferences, behaviours and attitudes",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 24.txt,,
1124,Where should this Regulation also apply when Member State law applies by virtue of public international law?,"Where Member State law applies by virtue of public international law, this Regulation should also apply to a controller not established in the Union",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 25.txt,,
1125,What types of establishments in a Member State are mentioned as examples of where this Regulation should apply?,such as in a Member State's diplomatic mission or consular post,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 25.txt,,
1126,Who should apply the principles of data protection?,The principles of data protection should apply to any information concerning an identified or identifiable natural person.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 26.txt,,
1127,How should personal data that have undergone pseudonymisation be considered?,"Personal data which have undergone pseudonymisation, which could be attributed to a natural person by the use of additional information should be considered to be information on an identifiable natural person.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 26.txt,,
1128,What factors should be considered to determine if a natural person is identifiable?,"To determine whether a natural person is identifiable, account should be taken of all the means reasonably likely to be used, such as singling out, either by the controller or by another person to identify the natural person directly or indirectly.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 26.txt,,
1129,What should be considered in determining the likelihood of means being used to identify a natural person?,"To ascertain whether means are reasonably likely to be used to identify the natural person, account should be taken of all objective factors, such as the costs of and the amount of time required for identification, taking into consideration the available technology at the time of the processing and technological developments",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 26.txt,,
1130,What does the Regulation not concern?,"This Regulation does not therefore concern the processing of such anonymous information, including for statistical or research purposes.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 26.txt,,
1131,What factors should be taken into account to determine if means are reasonably likely to be used to identify a natural person?,"To ascertain whether means are reasonably likely to be used to identify the natural person, account should be taken of all objective factors, such as the costs of and the amount of time required for identification, taking into consideration the available technology at the time of the processing and technological developments.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 26.txt,,
1132,Who does the Regulation not apply to?,This Regulation does not apply to the personal data of deceased persons.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 27.txt,,
1133,What can Member States provide rules for?,Member States may provide for rules regarding the processing of personal data of deceased persons.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 27.txt,,
1134,Who can benefit from the application of pseudonymisation to personal data?,The application of pseudonymisation to personal data can reduce the risks to the data subjects concerned,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 28.txt,,
1135,What is the explicit introduction of 'pseudonymisation' intended to do in this Regulation?,The explicit introduction of ‘pseudonymisation’ in this Regulation is not intended to preclude any other measures of data protection,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 28.txt,,
1136,When was the Official Journal of the European Union published?,4.5.2016 L 119/5 Official Journal of the European Union EN,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 29.txt,,
1137,What is the date of the Official Journal of the European Union mentioned?,4.5.2016 L 119/5 Official Journal of the European Union EN,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 29.txt,,
1138,When was the Directive 95/46/EC adopted by the European Parliament?,Directive 95/46/EC of the European Parliament and of the Council (4) seeks to harmonise the protection of fundamental rights and freedoms of natural persons in respect of processing activities,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 3.txt,,
1139,What is the aim of Directive 95/46/EC regarding personal data?,Directive 95/46/EC of the European Parliament and of the Council (4) seeks to harmonise the protection of fundamental rights and freedoms of natural persons in respect of processing activities and to ensure the free flow of personal data between Member States,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 3.txt,,
1140,Who can be associated with online identifiers according to the excerpt?,"Natural persons may be associated with online identifiers provided by their devices, applications, tools and protocols",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 30.txt,,
1141,What types of identifiers are mentioned in the excerpt?,"such as internet protocol addresses, cookie identifiers or other identifiers such as radio frequency identification tags",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 30.txt,,
1142,How can the information collected be used according to the excerpt?,may be used to create profiles of the natural persons and identify them,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 30.txt,,
1143,In what context can the traces left by online identifiers be significant according to the excerpt?,"This may leave traces which, in particular when combined with unique identifiers and other information received by the servers, may be used to create profiles of the natural persons and identify them",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 30.txt,,
1144,Who should not be regarded as recipients of personal data?,"Public authorities to which personal data are disclosed... should not be regarded as recipients if they receive personal data which are necessary to carry out a particular inquiry in the general interest, in accordance with Union or Member State law.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 31.txt,,
1145,What are the requirements for requests for disclosure sent by public authorities?,"The requests for disclosure sent by the public authorities should always be in writing, reasoned and occasional and should not concern the entirety of a filing system or lead to the interconnection of filing systems.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 31.txt,,
1146,What should the processing of personal data by public authorities comply with?,The processing of personal data by those public authorities should comply with the applicable data-protection rules according to the purposes of the processing.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 31.txt,,
1147,What is required for consent to be valid?,"Consent should be given by a clear affirmative act establishing a freely given, specific, informed and unambiguous indication of the data subject's agreement",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 32.txt,,
1148,What should not constitute consent?,"Silence, pre-ticked boxes or inactivity should not therefore constitute consent",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 32.txt,,
1149,What should consent cover?,Consent should cover all processing activities carried out for the same purpose or purposes.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 32.txt,,
1150,How should consent be given for multiple purposes?,"When the processing has multiple purposes, consent should be given for all of them",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 32.txt,,
1151,What types of actions should not constitute consent?,"Silence, pre-ticked boxes or inactivity should not therefore constitute consent.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 32.txt,,
1152,How should a consent request be provided?,"If the data subject's consent is to be given following a request by electronic means, the request must be clear, concise and not unnecessarily disruptive to the use of the service for which it is provided.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 32.txt,,
1153,Who should be allowed to give consent to certain areas of scientific research?,Data subjects should be allowed to give their consent to certain areas of scientific research when in keeping with recognised ethical standards for scientific research.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 33.txt,,
1154,Who does the genetic data refer to?,Genetic data should be defined as personal data relating to the inherited or acquired genetic characteristics of a natural person,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 34.txt,,
1155,What type of analysis can result in genetic data?,"which result from the analysis of a biological sample from the natural person in question, in particular chromosomal, deoxyribonucleic acid (DNA) or ribonucleic acid (RNA) analysis, or from the analysis of another element enabling equivalent information to be obtained",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 34.txt,,
1156,What type of information about a data subject's health should be included in personal data concerning health?,"Personal data concerning health should include all data pertaining to the health status of a data subject which reveal information relating to the past, current or future physical or mental health status of the data subject",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1157,What does personal data concerning health reveal?,"Personal data concerning health should include all data pertaining to the health status of a data subject which reveal information relating to the past, current or future physical or mental health status of the data subject",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1158,What does personal data concerning health pertain to?,"Personal data concerning health should include all data pertaining to the health status of a data subject which reveal information relating to the past, current or future physical or mental health status of the data subject",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1159,Which individual's health status should personal data concerning health reveal?,"Personal data concerning health should include all data pertaining to the health status of a data subject which reveal information relating to the past, current or future physical or mental health status of the data subject",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1160,What Directive is referenced when mentioning health care services?,"This includes information about the natural person collected in the course of the registration for, or the provision of, health care services as referred to in Directive 2011/24/EU of the European Parliament and of the Council",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1161,What types of information are included to uniquely identify a natural person for health purposes?,"a number, symbol or particular assigned to a natural person to uniquely identify the natural person for health purposes;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1162,What kind of information is obtained from genetic data and biological samples?,"information derived from the testing or examination of a body part or bodily substance, including from genetic data and biological samples;",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1163,What is an example of information collected independently of the source?,"the physiological or biomedical state of the data subject independent of its source, for example from a physician or other health professional, a hospital, a medical device or an in vitro diagnostic test.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 35.txt,,
1164,Where should the main establishment of a controller in the Union be located?,The main establishment of a controller in the Union should be the place of its central administration in the Union,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 36.txt,,
1165,What will be considered if decisions on the purposes and means of data processing are made in another establishment of the controller?,"unless the decisions on the purposes and means of the processing of personal data are taken in another establishment of the controller in the Union, in which case that other establishment should be considered to be",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 36.txt,,
1166,Who should the group of undertakings cover?,A group of undertakings should cover a controlling undertaking and its controlled undertakings,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 37.txt,,
1167,What kind of influence should the controlling undertaking be able to exert?,the controlling undertaking should be the undertaking which can exert a dominant influence over the other undertakings by virtue,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 37.txt,,
1168,How can the controlling undertaking exert influence over other undertakings?,"exert a dominant influence over the other undertakings by virtue, for example, of ownership, financial participation or the rules which govern it or the power to have personal data protection rules implemented.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 37.txt,,
1169,How is a group of undertakings defined if an undertaking controls the processing of personal data in affiliated undertakings?,"An undertaking which controls the processing of personal data in undertakings affiliated to it should be regarded, together with those undertakings, as a group of undertakings.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 37.txt,,
1170,Who may be less aware of the risks related to personal data?,"Children may be less aware of the risks, consequences and safeguards concerned",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 38.txt,,
1171,What is not necessary in the context of preventive or counselling services offered directly to a child?,The consent of the holder of parental responsibility should not be necessary,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 38.txt,,
1172,What principle requires clear and plain language to be used?,"The principle of transparency requires that any information and communication relating to the processing of those personal data be easily accessible and easy to understand, and that clear and plain language be used.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1173,Who should the information and communication be easily accessible to?,"The principle of transparency requires that any information and communication relating to the processing of those personal data be easily accessible and easy to understand, and that clear and plain language be used.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1174,What should be transparent to natural persons?,"It should be transparent to natural persons that personal data concerning them are collected, used, consulted or otherwise processed and to what extent the personal data are or will be processed.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1175,For what reason does the principle of transparency require clear and plain language?,"The principle of transparency requires that any information and communication relating to the processing of those personal data be easily accessible and easy to understand, and that clear and plain language be used.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1176,What concept emphasizes informing data subjects about the identity of the controller and purposes of processing?,"That principle concerns, in particular, information to the data subjects on the identity of the controller and the purposes of the processing",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1177,What should be explicit and legitimate for the purposes of processing at the time of data collection?,"In particular, the specific purposes for which personal data are processed should be explicit and legitimate and determined at the time of the collection of the personal data",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1178,When should time limits be established by the controller?,"In order to ensure that the personal data are not kept longer than necessary, time limits should be established by the controller for erasure or for a periodic review.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1179,What should be taken to ensure inaccurate personal data are rectified or deleted?,Every reasonable step should be taken to ensure that personal data which are inaccurate are rectified or deleted,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1180,Who should establish time limits for erasure or periodic review of personal data?,time limits should be established by the controller for erasure or for a periodic review.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1181,What should be done to ensure inaccurate personal data are rectified or deleted?,Every reasonable step should be taken to ensure that personal data which are inaccurate are rectified or deleted.,C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
1182,How should personal data be processed to ensure appropriate security and confidentiality?,"Personal data should be processed in a manner that ensures appropriate security and confidentiality of the personal data, including for preventing unauthorised access to or use.",C:\Users\johnk\Desktop\Projects_and_more\AILA\legislation\files//en//General Data Protection Regulation/General Data Protection Regulation - Recital 39.txt,,
